"","data","rodada","publico","time_man","time_vis"
"2614","2009-07-29","15","17954","Cruzeiro","Sport Recife"
"2615","2009-07-29","15","17954","Palmeiras","Fluminense"
"2616","2009-07-29","15","17219","Santo André","Corinthians"
"2617","2009-07-30","15","9556","Avaí FC","EC Vitória"
"2618","2009-07-30","15","13323","São Paulo","Grêmio"
"2619","2009-07-30","15","26934","Flamengo","Atlético-MG"
"2620","2009-08-01","16","16921","Sport Recife","Palmeiras"
"2621","2009-08-01","16","12432","Botafogo","Barueri"
"2622","2009-08-02","16","13686","Corinthians","Avaí FC"
"2623","2009-08-02","16","13306","Atlético-PR","Fluminense"
"2624","2009-08-02","16","17519","EC Vitória","São Paulo"
"2625","2009-08-02","16","41772","Flamengo","Náutico"
"2626","2009-08-02","16","947","Santo André","Goiás EC"
"2627","2009-08-02","16","13306","Grêmio","Cruzeiro"
"2628","2009-08-02","16","0","Atlético-MG","Coritiba FC"
"2629","2009-08-26","16","7876","Santos FC","Internacional"
"2630","2009-08-05","17","15485","Cruzeiro","Atlético-PR"
"2631","2009-08-05","17","9140","Avaí FC","Santo André"
"2632","2009-08-05","17","19182","São Paulo","Botafogo"
"2633","2009-08-05","17","37320","Goiás EC","Flamengo"
"2634","2009-08-05","17","15041","Náutico","Corinthians"
"2635","2009-08-05","17","17250","Coritiba FC","Santos FC"
"2636","2009-08-06","17","25440","Palmeiras","Grêmio"
"2637","2009-08-06","17","11086","Fluminense","Sport Recife"
"2638","2009-08-06","17","2180","Barueri","EC Vitória"
"2639","2009-09-02","17","17127","Internacional","Atlético-MG"
"2640","2009-08-08","18","12074","Santos FC","Avaí FC"
"2641","2009-08-08","18","13434","Náutico","Santo André"
"2642","2009-08-08","18","11454","Botafogo","Atlético-PR"
"2643","2009-08-09","18","47068","Flamengo","Corinthians"
"2644","2009-08-09","18","7853","EC Vitória","Fluminense"
"2645","2009-08-09","18","11485","Coritiba FC","Cruzeiro"
"2646","2009-08-09","18","28200","São Paulo","Goiás EC"
"2647","2009-08-09","18","4576","Barueri","Grêmio"
"2648","2009-08-10","18","16650","Internacional","Sport Recife"
"2649","2009-08-12","18","51532","Atlético-MG","Palmeiras"
"2650","2009-08-15","19","9223","Avaí FC","Náutico"
"2651","2009-08-15","19","2725","Santo André","Internacional"
"2652","2009-08-15","19","24231","Palmeiras","Botafogo"
"2653","2009-08-16","19","7202","Goiás EC","EC Vitória"
"2654","2009-08-16","19","19773","Corinthians","Atlético-MG"
"2655","2009-08-16","19","23342","Sport Recife","São Paulo"
"2656","2009-08-16","19","19535","Grêmio","Flamengo"
"2657","2009-08-16","19","17042","Fluminense","Coritiba FC"
"2658","2009-08-16","19","15939","Cruzeiro","Santos FC"
"2659","2009-08-16","19","14992","Atlético-PR","Barueri"
"2660","2009-08-19","20","6499","Santos FC","Grêmio"
"2661","2009-08-19","20","5376","EC Vitória","Atlético-PR"
"2662","2009-08-19","20","6524","Botafogo","Santo André"
"2663","2009-08-19","20","2243","Barueri","Sport Recife"
"2664","2009-08-19","20","22072","São Paulo","Fluminense"
"2665","2009-08-19","20","16381","Coritiba FC","Palmeiras"
"2666","2009-08-19","20","20328","Internacional","Corinthians"
"2667","2009-08-20","20","18567","Atlético-MG","Avaí FC"
"2668","2009-08-20","20","12273","Flamengo","Cruzeiro"
"2669","2009-08-20","20","13246","Náutico","Goiás EC"
"2670","2009-08-22","21","22101","Palmeiras","Internacional"
"2671","2009-08-22","21","1360","Santo André","Coritiba FC"
"2672","2009-08-22","21","15961","Sport Recife","EC Vitória"
"2673","2009-08-23","21","18184","Corinthians","Botafogo"
"2674","2009-08-23","21","22999","Atlético-PR","São Paulo"
"2675","2009-08-23","21","22051","Grêmio","Atlético-MG"
"2676","2009-08-23","21","9226","Fluminense","Barueri"
"2677","2009-08-23","21","12358","Goiás EC","Santos FC"
"2678","2009-08-23","21","14708","Cruzeiro","Náutico"
"2679","2009-08-23","21","14777","Avaí FC","Flamengo"
"2680","2009-08-26","22","9665","Barueri","Corinthians"
"2681","2009-08-29","22","13531","Flamengo","Santo André"
"2682","2009-08-29","22","14099","Náutico","Atlético-PR"
"2683","2009-08-29","22","15040","Coritiba FC","Avaí FC"
"2684","2009-08-30","22","41083","São Paulo","Palmeiras"
"2685","2009-08-30","22","9705","Santos FC","Fluminense"
"2686","2009-08-30","22","19781","Atlético-MG","Sport Recife"
"2687","2009-08-30","22","29820","Internacional","Goiás EC"
"2688","2009-08-30","22","7388","EC Vitória","Cruzeiro"
"2689","2009-08-30","22","10031","Botafogo","Grêmio"
"2690","2009-09-02","23","25645","Corinthians","Santos FC"
"2691","2009-09-05","23","23367","Palmeiras","Barueri"
"2692","2009-09-05","23","17653","Grêmio","EC Vitória"
"2693","2009-09-05","23","22279","Sport Recife","Botafogo"
"2694","2009-09-06","23","18116","Atlético-PR","Flamengo"
"2695","2009-09-06","23","5212","Goiás EC","Coritiba FC"
"2696","2009-09-06","23","28303","Cruzeiro","São Paulo"
"2697","2009-09-06","23","1675","Santo André","Atlético-MG"
"2698","2009-09-06","23","20877","Fluminense","Náutico"
"2699","2009-09-06","23","14520","Avaí FC","Internacional"
"2700","2009-09-12","24","29498","São Paulo","Avaí FC"
"2701","2009-09-12","24","26995","Flamengo","Sport Recife"
"2702","2009-09-13","24","7790","Santos FC","Santo André"
"2703","2009-09-13","24","38350","Internacional","Cruzeiro"
"2704","2009-09-13","24","26464","EC Vitória","Palmeiras"
"2705","2009-09-13","24","33597","Atlético-MG","Atlético-PR"
"2706","2009-09-13","24","2276","Barueri","Goiás EC"
"2707","2009-09-13","24","16473","Náutico","Grêmio"
"2708","2009-09-13","24","18368","Botafogo","Fluminense"
"2709","2009-09-16","24","32744","Coritiba FC","Corinthians"
"2710","2009-09-19","25","15026","Atlético-PR","Sport Recife"
"2711","2009-09-19","25","19033","EC Vitória","Internacional"
"2712","2009-09-19","25","14355","Náutico","Atlético-MG"
"2713","2009-09-20","25","19762","Santo André","São Paulo"
"2714","2009-09-20","25","27285","Grêmio","Fluminense"
"2715","2009-09-20","25","9902","Avaí FC","Barueri"
"2716","2009-09-20","25","47921","Flamengo","Coritiba FC"
"2717","2009-09-20","25","33710","Corinthians","Goiás EC"
"2718","2009-09-20","25","6335","Santos FC","Botafogo"
"2719","2009-09-23","25","0","Cruzeiro","Palmeiras"
"2720","2009-09-26","26","23395","Palmeiras","Atlético-PR"
"2721","2009-09-26","26","3364","Barueri","Cruzeiro"
"2722","2009-09-27","26","19098","Fluminense","Avaí FC"
"2723","2009-09-27","26","32180","São Paulo","Corinthians"
"2724","2009-09-27","26","10447","Internacional","Flamengo"
"2725","2009-09-27","26","12685","Coritiba FC","Náutico"
"2726","2009-09-27","26","12644","Goiás EC","Grêmio"
"2727","2009-09-27","26","36294","Atlético-MG","Santos FC"
"2728","2009-09-27","26","11852","Botafogo","EC Vitória"
"2729","2009-09-27","26","17628","Sport Recife","Santo André"
"2730","2009-09-30","27","16027","Náutico","São Paulo"
"2731","2009-10-03","27","26842","Corinthians","Atlético-PR"
"2732","2009-10-03","27","1701","Santo André","EC Vitória"
"2733","2009-10-03","27","44707","Atlético-MG","Barueri"
"2734","2009-10-04","27","10402","Santos FC","Palmeiras"
"2735","2009-10-04","27","22989","Goiás EC","Botafogo"
"2736","2009-10-04","27","19174","Grêmio","Sport Recife"
"2737","2009-10-04","27","21159","Coritiba FC","Internacional"
"2738","2009-10-04","27","78409","Flamengo","Fluminense"
"2739","2009-10-04","27","10243","Avaí FC","Cruzeiro"
"2740","2009-10-07","28","10379","Sport Recife","Santos FC"
"2741","2009-10-07","28","1680","Barueri","Santo André"
"2742","2009-10-07","28","19375","Atlético-PR","Grêmio"
"2743","2009-10-07","28","16602","São Paulo","Coritiba FC"
"2744","2009-10-07","28","8775","Fluminense","Corinthians"
"2745","2009-10-07","28","21324","EC Vitória","Flamengo"
"2746","2009-10-07","28","10243","Internacional","Náutico"
"2747","2009-10-08","28","6034","Botafogo","Atlético-MG"
"2748","2009-10-08","28","16597","Palmeiras","Avaí FC"
"2749","2009-10-08","28","7693","Cruzeiro","Goiás EC"
"2750","2009-10-10","29","19410","Corinthians","Grêmio"
"2751","2009-10-10","29","57210","Flamengo","São Paulo"
"2752","2009-10-10","29","2029","Santo André","Fluminense"
"2753","2009-10-10","29","18649","Internacional","Atlético-PR"
"2754","2009-10-10","29","15874","Coritiba FC","Barueri"
"2755","2009-10-12","29","23673","Santos FC","EC Vitória"
"2756","2009-10-12","29","17027","Náutico","Palmeiras"
"2757","2009-10-12","29","9621","Goiás EC","Sport Recife"
"2758","2009-10-12","29","45959","Atlético-MG","Cruzeiro"
"2759","2009-10-12","29","33641","Botafogo","Avaí FC"
"2760","2009-10-17","30","25947","São Paulo","Atlético-MG"
"2761","2009-10-17","30","3684","Barueri","Santos FC"
"2762","2009-10-17","30","7860","Avaí FC","Goiás EC"
"2763","2009-10-18","30","21143","Sport Recife","Corinthians"
"2764","2009-10-18","30","13341","Grêmio","Coritiba FC"
"2765","2009-10-18","30","28138","Fluminense","Internacional"
"2766","2009-10-18","30","26462","Palmeiras","Flamengo"
"2767","2009-10-18","30","16840","Atlético-PR","Santo André"
"2768","2009-10-18","30","28504","Cruzeiro","Botafogo"
"2769","2009-10-18","30","11391","EC Vitória","Náutico"
"2770","2009-10-21","31","10512","Santo André","Palmeiras"
"2771","2009-10-24","31","57901","Atlético-MG","EC Vitória"
"2772","2009-10-24","31","13249","Náutico","Barueri"
"2773","2009-10-25","31","8735","Santos FC","São Paulo"
"2774","2009-10-25","31","0","Goiás EC","Fluminense"
"2775","2009-10-25","31","36834","Internacional","Grêmio"
"2776","2009-10-25","31","32838","Coritiba FC","Atlético-PR"
"2777","2009-10-25","31","25192","Botafogo","Flamengo"
"2778","2009-10-25","31","21738","Corinthians","Cruzeiro"
"2779","2009-10-25","31","8109","Avaí FC","Sport Recife"
"2780","2009-10-28","32","17930","Atlético-PR","Santos FC"
"2781","2009-10-28","32","6127","Botafogo","Náutico"
"2782","2009-10-28","32","19567","Cruzeiro","Santo André"
"2783","2009-10-28","32","8271","Grêmio","Avaí FC"
"2784","2009-10-28","32","10354","Barueri","Flamengo"
"2785","2009-10-28","32","21681","EC Vitória","Corinthians"
"2786","2009-10-28","32","34203","São Paulo","Internacional"
"2787","2009-10-29","32","18070","Palmeiras","Goiás EC"
"2788","2009-10-29","32","12037","Fluminense","Atlético-MG"
"2789","2009-10-29","32","20068","Sport Recife","Coritiba FC"
"2790","2009-10-31","33","39636","São Paulo","Barueri"
"2791","2009-10-31","33","77063","Flamengo","Santos FC"
"2792","2009-10-31","33","7246","Avaí FC","Atlético-PR"
"2793","2009-11-01","33","18752","Palmeiras","Corinthians"
"2794","2009-11-01","33","11808","Coritiba FC","EC Vitória"
"2795","2009-11-01","33","16932","Internacional","Botafogo"
"2796","2009-11-01","33","8748","Goiás EC","Atlético-MG"
"2797","2009-11-01","33","2240","Santo André","Grêmio"
"2798","2009-11-01","33","19086","Náutico","Sport Recife"
"2799","2009-11-01","33","49140","Cruzeiro","Fluminense"
"2800","2009-11-04","34","11870","Grêmio","São Paulo"
"2801","2009-11-07","34","11304","Santos FC","Náutico"
"2802","2009-11-07","34","7958","EC Vitória","Avaí FC"
"2803","2009-11-07","34","10357","Sport Recife","Cruzeiro"
"2804","2009-11-08","34","16300","Corinthians","Santo André"
"2805","2009-11-08","34","66884","Fluminense","Palmeiras"
"2806","2009-11-08","34","63285","Atlético-MG","Flamengo"
"2807","2009-11-08","34","2789","Barueri","Internacional"
"2808","2009-11-08","34","15591","Atlético-PR","Goiás EC"
"2809","2009-11-08","34","12426","Botafogo","Coritiba FC"
"2810","2009-11-11","35","17138","Palmeiras","Sport Recife"
"2811","2009-11-14","35","51534","Cruzeiro","Grêmio"
"2812","2009-11-14","35","53204","São Paulo","EC Vitória"
"2813","2009-11-14","35","17825","Coritiba FC","Atlético-MG"
"2814","2009-11-15","35","15348","Avaí FC","Corinthians"
"2815","2009-11-15","35","3432","Barueri","Botafogo"
"2816","2009-11-15","35","19798","Náutico","Flamengo"
"2817","2009-11-15","35","15158","Internacional","Santos FC"
"2818","2009-11-15","35","52511","Fluminense","Atlético-PR"
"2819","2009-11-15","35","1919","Goiás EC","Santo André"
"2820","2009-11-18","36","12233","Grêmio","Palmeiras"
"2821","2009-11-21","36","14124","Corinthians","Náutico"
"2822","2009-11-21","36","17686","Atlético-PR","Cruzeiro"
"2823","2009-11-22","36","3942","Santos FC","Coritiba FC"
"2824","2009-11-22","36","3167","Santo André","Avaí FC"
"2825","2009-11-22","36","8843","Sport Recife","Fluminense"
"2826","2009-11-22","36","26513","Botafogo","São Paulo"
"2827","2009-11-22","36","78639","Flamengo","Goiás EC"
"2828","2009-11-22","36","19857","EC Vitória","Barueri"
"2829","2009-11-22","36","41842","Atlético-MG","Internacional"
"2830","2009-11-29","37","25591","Corinthians","Flamengo"
"2831","2009-11-29","37","25412","Palmeiras","Atlético-MG"
"2832","2009-11-29","37","1178","Santo André","Náutico"
"2833","2009-11-29","37","21592","Atlético-PR","Botafogo"
"2834","2009-11-29","37","12896","Grêmio","Barueri"
"2835","2009-11-29","37","52408","Fluminense","EC Vitória"
"2836","2009-11-29","37","28574","Goiás EC","São Paulo"
"2837","2009-11-29","37","0","Sport Recife","Internacional"
"2838","2009-11-29","37","27291","Cruzeiro","Coritiba FC"
"2839","2009-11-29","37","8761","Avaí FC","Santos FC"
"2840","2009-12-05","38","2830","Náutico","Avaí FC"
"2841","2009-12-05","38","5769","Atlético-MG","Corinthians"
"2842","2009-12-06","38","30937","São Paulo","Sport Recife"
"2843","2009-12-06","38","6942","Santos FC","Cruzeiro"
"2844","2009-12-06","38","1741","Barueri","Atlético-PR"
"2845","2009-12-06","38","32630","Coritiba FC","Fluminense"
"2846","2009-12-06","38","36597","Internacional","Santo André"
"2847","2009-12-06","38","78639","Flamengo","Grêmio"
"2848","2009-12-06","38","7974","EC Vitória","Goiás EC"
"2849","2009-12-06","38","38717","Botafogo","Palmeiras"
"2850","2010-05-08","1","25634","Botafogo","Santos FC"
"2851","2010-05-08","1","5647","Atlético-GO","Grêmio"
"2852","2010-05-08","1","6025","Palmeiras","EC Vitória"
"2853","2010-05-09","1","11195","Flamengo","São Paulo"
"2854","2010-05-09","1","12790","Atlético-MG","Vasco da Gama"
"2855","2010-05-09","1","11631","Internacional","Cruzeiro"
"2856","2010-05-09","1","9232","Corinthians","Atlético-PR"
"2857","2010-05-09","1","18340","Ceará SC","Fluminense"
"2858","2010-05-09","1","6205","Guarani","Goiás EC"
"2859","2010-05-09","1","6539","Avaí FC","Barueri"
"2860","2010-05-15","2","10118","Fluminense","Atlético-GO"
"2861","2010-05-15","2","2500","Barueri","Atlético-MG"
"2862","2010-05-15","2","14852","EC Vitória","Flamengo"
"2863","2010-05-16","2","11622","São Paulo","Botafogo"
"2864","2010-05-16","2","14730","Grêmio","Corinthians"
"2865","2010-05-16","2","3731","Goiás EC","Internacional"
"2866","2010-05-16","2","8999","Santos FC","Ceará SC"
"2867","2010-05-16","2","11236","Vasco da Gama","Palmeiras"
"2868","2010-05-16","2","8115","Cruzeiro","Avaí FC"
"2869","2010-05-16","2","12879","Atlético-PR","Guarani"
"2870","2010-05-22","3","4669","Atlético-GO","Santos FC"
"2871","2010-05-22","3","18365","Palmeiras","Grêmio"
"2872","2010-05-22","3","17135","Botafogo","Goiás EC"
"2873","2010-05-23","3","28190","Corinthians","Fluminense"
"2874","2010-05-23","3","13464","Atlético-MG","Atlético-PR"
"2875","2010-05-23","3","25185","Internacional","São Paulo"
"2876","2010-05-23","3","19697","Ceará SC","EC Vitória"
"2877","2010-05-23","3","9594","Avaí FC","Vasco da Gama"
"2878","2010-05-23","3","7330","Flamengo","Barueri"
"2879","2010-05-23","3","8689","Guarani","Cruzeiro"
"2880","2010-05-26","4","6692","EC Vitória","Atlético-MG"
"2881","2010-05-26","4","8049","Grêmio","Avaí FC"
"2882","2010-05-26","4","18985","Fluminense","Flamengo"
"2883","2010-05-26","4","15522","São Paulo","Palmeiras"
"2884","2010-05-26","4","9235","Barueri","Corinthians"
"2885","2010-05-26","4","8561","Cruzeiro","Botafogo"
"2886","2010-05-26","4","5146","Santos FC","Guarani"
"2887","2010-05-27","4","4081","Vasco da Gama","Internacional"
"2888","2010-05-27","4","2580","Atlético-PR","Atlético-GO"
"2889","2010-05-27","4","2309","Goiás EC","Ceará SC"
"2890","2010-05-29","5","10983","Flamengo","Grêmio"
"2891","2010-05-29","5","4016","Palmeiras","Barueri"
"2892","2010-05-29","5","5787","Avaí FC","EC Vitória"
"2893","2010-05-30","5","27681","Corinthians","Santos FC"
"2894","2010-05-30","5","14528","Guarani","São Paulo"
"2895","2010-05-30","5","15613","Atlético-MG","Fluminense"
"2896","2010-05-30","5","8279","Internacional","Atlético-PR"
"2897","2010-05-30","5","20373","Botafogo","Vasco da Gama"
"2898","2010-05-30","5","19694","Ceará SC","Cruzeiro"
"2899","2010-05-30","5","5203","Atlético-GO","Goiás EC"
"2900","2010-06-02","6","12366","Atlético-PR","Botafogo"
"2901","2010-06-02","6","25430","Fluminense","EC Vitória"
"2902","2010-06-02","6","1759","Barueri","Atlético-GO"
"2903","2010-06-02","6","26084","Ceará SC","Avaí FC"
"2904","2010-06-02","6","8457","Palmeiras","Flamengo"
"2905","2010-06-02","6","15592","Goiás EC","São Paulo"
"2906","2010-06-02","6","15708","Cruzeiro","Santos FC"
"2907","2010-06-03","6","14605","Grêmio","Atlético-MG"
"2908","2010-06-03","6","6002","Vasco da Gama","Guarani"
"2909","2010-06-03","6","33361","Corinthians","Internacional"
"2910","2010-06-05","7","8458","Avaí FC","Fluminense"
"2911","2010-06-05","7","11855","Flamengo","Goiás EC"
"2912","2010-06-05","7","9109","EC Vitória","Atlético-PR"
"2913","2010-06-06","7","14408","São Paulo","Grêmio"
"2914","2010-06-06","7","9525","Santos FC","Vasco da Gama"
"2915","2010-06-06","7","14267","Botafogo","Corinthians"
"2916","2010-06-06","7","26630","Atlético-MG","Ceará SC"
"2917","2010-06-06","7","11743","Internacional","Palmeiras"
"2918","2010-06-06","7","5685","Guarani","Barueri"
"2919","2010-06-06","7","3419","Atlético-GO","Cruzeiro"
"2920","2010-07-14","8","7455","Grêmio","EC Vitória"
"2921","2010-07-14","8","13952","Atlético-PR","Cruzeiro"
"2922","2010-07-14","8","7717","São Paulo","Avaí FC"
"2923","2010-07-14","8","19313","Flamengo","Botafogo"
"2924","2010-07-14","8","2193","Guarani","Internacional"
"2925","2010-07-14","8","11000","Goiás EC","Vasco da Gama"
"2926","2010-07-14","8","44500","Ceará SC","Corinthians"
"2927","2010-07-15","8","9400","Palmeiras","Santos FC"
"2928","2010-07-15","8","3179","Atlético-MG","Atlético-GO"
"2929","2010-07-15","8","28410","Fluminense","Barueri"
"2930","2010-07-17","9","11915","EC Vitória","São Paulo"
"2931","2010-07-17","9","5976","Vasco da Gama","Atlético-PR"
"2932","2010-07-18","9","22163","Corinthians","Atlético-MG"
"2933","2010-07-18","9","18544","Atlético-GO","Flamengo"
"2934","2010-07-18","9","7851","Avaí FC","Palmeiras"
"2935","2010-07-18","9","6483","Internacional","Ceará SC"
