"","data","rodada","publico","time_man","time_vis"
"2151","2008-06-21","7","15323","Coritiba FC","Fluminense"
"2152","2008-06-21","7","5230","Botafogo","Portuguesa"
"2153","2008-06-21","7","8988","Cruzeiro","Figueirense FC"
"2154","2008-06-22","7","0","EC Vitória","Internacional"
"2155","2008-06-22","7","5348","Vasco da Gama","Palmeiras"
"2156","2008-06-22","7","13260","Ipatinga FC","Flamengo"
"2157","2008-06-22","7","21438","Grêmio","Atlético-PR"
"2158","2008-06-22","7","3848","Santos FC","Goiás EC"
"2159","2008-06-22","7","15104","Náutico","Atlético-MG"
"2160","2008-06-28","8","13089","EC Vitória","Goiás EC"
"2161","2008-06-28","8","0","Portuguesa","Santos FC"
"2162","2008-06-28","8","2724","Vasco da Gama","Ipatinga FC"
"2163","2008-06-29","8","0","Atlético-PR","Coritiba FC"
"2164","2008-06-29","8","0","Sport Recife","Flamengo"
"2165","2008-06-29","8","0","Figueirense FC","Atlético-MG"
"2166","2008-06-29","8","37115","Cruzeiro","São Paulo"
"2167","2008-06-29","8","0","Grêmio","Internacional"
"2168","2008-06-29","8","0","Fluminense","Botafogo"
"2169","2008-06-29","8","0","Palmeiras","Náutico"
"2170","2008-07-05","9","0","Atlético-PR","Santos FC"
"2171","2008-07-05","9","18732","Sport Recife","Cruzeiro"
"2172","2008-07-05","9","44434","Flamengo","Náutico"
"2173","2008-07-06","9","27528","Internacional","Coritiba FC"
"2174","2008-07-06","9","4420","Portuguesa","EC Vitória"
"2175","2008-07-06","9","0","Figueirense FC","Vasco da Gama"
"2176","2008-07-06","9","0","Atlético-MG","Palmeiras"
"2177","2008-07-06","9","0","Botafogo","Grêmio"
"2178","2008-07-06","9","0","Goiás EC","Fluminense"
"2179","2008-07-06","9","13421","São Paulo","Ipatinga FC"
"2180","2008-07-09","10","26535","Internacional","Goiás EC"
"2181","2008-07-09","10","0","Coritiba FC","Portuguesa"
"2182","2008-07-09","10","11466","Fluminense","Atlético-PR"
"2183","2008-07-09","10","26560","EC Vitória","Botafogo"
"2184","2008-07-09","10","0","Santos FC","Grêmio"
"2185","2008-07-09","10","0","Náutico","São Paulo"
"2186","2008-07-09","10","0","Atlético-MG","Flamengo"
"2187","2008-07-10","10","6703","Vasco da Gama","Sport Recife"
"2188","2008-07-10","10","0","Ipatinga FC","Cruzeiro"
"2189","2008-07-10","10","0","Palmeiras","Figueirense FC"
"2190","2008-07-12","11","13860","Fluminense","EC Vitória"
"2191","2008-07-12","11","0","Goiás EC","Coritiba FC"
"2192","2008-07-13","11","0","Santos FC","Botafogo"
"2193","2008-07-13","11","0","Atlético-PR","Internacional"
"2194","2008-07-13","11","0","Ipatinga FC","Figueirense FC"
"2195","2008-07-13","11","0","Cruzeiro","Atlético-MG"
"2196","2008-07-13","11","22235","São Paulo","Palmeiras"
"2197","2008-07-13","11","63611","Flamengo","Vasco da Gama"
"2198","2008-07-13","11","0","Grêmio","Portuguesa"
"2199","2008-07-13","11","0","Náutico","Sport Recife"
"2200","2008-07-16","12","10007","Botafogo","Ipatinga FC"
"2201","2008-07-16","12","0","Sport Recife","Grêmio"
"2202","2008-07-16","12","0","Portuguesa","Náutico"
"2203","2008-07-16","12","0","Figueirense FC","Santos FC"
"2204","2008-07-16","12","35000","EC Vitória","São Paulo"
"2205","2008-07-16","12","0","Cruzeiro","Atlético-PR"
"2206","2008-07-16","12","0","Palmeiras","Fluminense"
"2207","2008-07-17","12","24343","Internacional","Atlético-MG"
"2208","2008-07-17","12","0","Coritiba FC","Flamengo"
"2209","2008-07-17","12","0","Vasco da Gama","Goiás EC"
"2210","2008-07-19","13","0","Fluminense","Figueirense FC"
"2211","2008-07-19","13","28217","Grêmio","Cruzeiro"
"2212","2008-07-19","13","0","Ipatinga FC","Portuguesa"
"2213","2008-07-20","13","0","Goiás EC","Palmeiras"
"2214","2008-07-20","13","0","Santos FC","Sport Recife"
"2215","2008-07-20","13","0","Atlético-PR","Vasco da Gama"
"2216","2008-07-20","13","0","Náutico","Internacional"
"2217","2008-07-20","13","41827","Flamengo","EC Vitória"
"2218","2008-07-20","13","0","Atlético-MG","Coritiba FC"
"2219","2008-07-20","13","0","São Paulo","Botafogo"
"2220","2008-07-23","14","12734","Coritiba FC","Ipatinga FC"
"2221","2008-07-23","14","0","Cruzeiro","Goiás EC"
"2222","2008-07-23","14","0","EC Vitória","Náutico"
"2223","2008-07-23","14","0","Botafogo","Atlético-MG"
"2224","2008-07-23","14","41674","Internacional","São Paulo"
"2225","2008-07-23","14","0","Portuguesa","Flamengo"
"2226","2008-07-23","14","0","Vasco da Gama","Fluminense"
"2227","2008-07-24","14","0","Sport Recife","Atlético-PR"
"2228","2008-07-24","14","0","Figueirense FC","Grêmio"
"2229","2008-07-24","14","0","Palmeiras","Santos FC"
"2230","2008-07-26","15","0","Fluminense","Cruzeiro"
"2231","2008-07-26","15","0","Náutico","Coritiba FC"
"2232","2008-07-26","15","0","Ipatinga FC","Internacional"
"2233","2008-07-27","15","0","Grêmio","Palmeiras"
"2234","2008-07-27","15","0","Goiás EC","Sport Recife"
"2235","2008-07-27","15","0","Santos FC","Vasco da Gama"
"2236","2008-07-27","15","17528","Atlético-PR","Figueirense FC"
"2237","2008-07-27","15","0","Flamengo","Botafogo"
"2238","2008-07-27","15","0","Atlético-MG","EC Vitória"
"2239","2008-07-27","15","0","São Paulo","Portuguesa"
"2240","2008-07-30","16","0","EC Vitória","Atlético-PR"
"2241","2008-07-30","16","19209","Cruzeiro","Náutico"
"2242","2008-07-30","16","0","Botafogo","Goiás EC"
"2243","2008-07-30","16","0","Portuguesa","Fluminense"
"2244","2008-07-30","16","22228","Internacional","Santos FC"
"2245","2008-07-30","16","0","Figueirense FC","São Paulo"
"2246","2008-07-30","16","26854","Palmeiras","Flamengo"
"2247","2008-07-31","16","0","Coritiba FC","Grêmio"
"2248","2008-07-31","16","0","Sport Recife","Ipatinga FC"
"2249","2008-07-31","16","4810","Vasco da Gama","Atlético-MG"
"2250","2008-08-02","17","10092","Fluminense","Internacional"
"2251","2008-08-02","17","0","Goiás EC","Portuguesa"
"2252","2008-08-02","17","0","Náutico","Figueirense FC"
"2253","2008-08-03","17","0","Grêmio","EC Vitória"
"2254","2008-08-03","17","37210","Flamengo","Cruzeiro"
"2255","2008-08-03","17","0","Ipatinga FC","Palmeiras"
"2256","2008-08-03","17","0","São Paulo","Vasco da Gama"
"2257","2008-08-03","17","10261","Santos FC","Coritiba FC"
"2258","2008-08-03","17","16966","Atlético-PR","Botafogo"
"2259","2008-08-03","17","0","Atlético-MG","Sport Recife"
"2260","2008-08-06","18","0","Grêmio","Ipatinga FC"
"2261","2008-08-06","18","0","Vasco da Gama","Coritiba FC"
"2262","2008-08-06","18","0","Atlético-PR","Náutico"
"2263","2008-08-06","18","0","Sport Recife","Portuguesa"
"2264","2008-08-06","18","0","Fluminense","São Paulo"
"2265","2008-08-06","18","39200","Goiás EC","Flamengo"
"2266","2008-08-06","18","0","Santos FC","Atlético-MG"
"2267","2008-08-07","18","8570","Figueirense FC","Botafogo"
"2268","2008-08-07","18","30861","Cruzeiro","Internacional"
"2269","2008-08-07","18","0","Palmeiras","EC Vitória"
"2270","2008-08-09","19","0","Flamengo","Atlético-PR"
"2271","2008-08-09","19","0","Atlético-MG","Grêmio"
"2272","2008-08-09","19","0","São Paulo","Goiás EC"
"2273","2008-08-10","19","29379","Botafogo","Palmeiras"
"2274","2008-08-10","19","0","EC Vitória","Vasco da Gama"
"2275","2008-08-10","19","0","Portuguesa","Cruzeiro"
"2276","2008-08-10","19","20077","Coritiba FC","Sport Recife"
"2277","2008-08-10","19","25659","Internacional","Figueirense FC"
"2278","2008-08-10","19","13711","Náutico","Santos FC"
"2279","2008-08-10","19","0","Ipatinga FC","Fluminense"
"2280","2008-08-16","20","16678","Cruzeiro","EC Vitória"
"2281","2008-08-16","20","0","Figueirense FC","Portuguesa"
"2282","2008-08-16","20","0","Atlético-PR","Ipatinga FC"
"2283","2008-08-17","20","0","Goiás EC","Náutico"
"2284","2008-08-17","20","5387","Vasco da Gama","Internacional"
"2285","2008-08-17","20","15359","Santos FC","Flamengo"
"2286","2008-08-17","20","40256","Grêmio","São Paulo"
"2287","2008-08-17","20","0","Sport Recife","Botafogo"
"2288","2008-08-17","20","0","Palmeiras","Coritiba FC"
"2289","2008-08-17","20","0","Fluminense","Atlético-MG"
"2290","2008-08-20","21","12360","Coritiba FC","Figueirense FC"
"2291","2008-08-20","21","7618","EC Vitória","Sport Recife"
"2292","2008-08-20","21","0","Botafogo","Cruzeiro"
"2293","2008-08-20","21","0","São Paulo","Atlético-PR"
"2294","2008-08-20","21","0","Náutico","Fluminense"
"2295","2008-08-20","21","0","Ipatinga FC","Santos FC"
"2296","2008-08-20","21","14470","Internacional","Palmeiras"
"2297","2008-08-21","21","31716","Flamengo","Grêmio"
"2298","2008-08-21","21","0","Portuguesa","Vasco da Gama"
"2299","2008-08-21","21","0","Atlético-MG","Goiás EC"
"2300","2008-08-23","22","4301","Figueirense FC","EC Vitória"
"2301","2008-08-23","22","11442","Fluminense","Sport Recife"
"2302","2008-08-24","22","0","Ipatinga FC","Goiás EC"
"2303","2008-08-24","22","0","Santos FC","Cruzeiro"
"2304","2008-08-24","22","0","Coritiba FC","São Paulo"
"2305","2008-08-24","22","8180","Palmeiras","Portuguesa"
"2306","2008-08-24","22","29329","Internacional","Flamengo"
"2307","2008-08-24","22","0","Atlético-MG","Atlético-PR"
"2308","2008-08-24","22","12325","Náutico","Grêmio"
"2309","2008-08-24","22","0","Vasco da Gama","Botafogo"
"2310","2008-08-30","23","0","Goiás EC","Figueirense FC"
"2311","2008-08-30","23","0","EC Vitória","Ipatinga FC"
"2312","2008-08-30","23","0","Botafogo","Náutico"
"2313","2008-08-31","23","0","São Paulo","Santos FC"
"2314","2008-08-31","23","0","Grêmio","Vasco da Gama"
"2315","2008-08-31","23","0","Atlético-PR","Palmeiras"
"2316","2008-08-31","23","21030","Sport Recife","Internacional"
"2317","2008-08-31","23","0","Flamengo","Fluminense"
"2318","2008-08-31","23","0","Cruzeiro","Coritiba FC"
"2319","2008-08-31","23","0","Portuguesa","Atlético-MG"
"2320","2008-09-03","24","3833","Goiás EC","Atlético-PR"
"2321","2008-09-03","24","15372","Figueirense FC","Flamengo"
"2322","2008-09-03","24","0","Santos FC","EC Vitória"
"2323","2008-09-03","24","0","Atlético-MG","São Paulo"
"2324","2008-09-04","24","15992","Palmeiras","Sport Recife"
"2325","2008-09-04","24","0","Vasco da Gama","Cruzeiro"
"2326","2008-09-06","24","9349","Internacional","Portuguesa"
"2327","2008-09-06","24","0","Coritiba FC","Botafogo"
"2328","2008-09-06","24","0","Náutico","Ipatinga FC"
"2329","2008-09-06","24","0","Fluminense","Grêmio"
"2330","2008-09-13","25","0","Grêmio","Goiás EC"
"2331","2008-09-13","25","0","Ipatinga FC","Atlético-MG"
"2332","2008-09-13","25","15638","Atlético-PR","Portuguesa"
"2333","2008-09-14","25","21355","Sport Recife","Figueirense FC"
"2334","2008-09-14","25","29325","São Paulo","Flamengo"
"2335","2008-09-14","25","0","Cruzeiro","Palmeiras"
"2336","2008-09-14","25","10450","Vasco da Gama","Náutico"
"2337","2008-09-14","25","0","EC Vitória","Coritiba FC"
"2338","2008-09-14","25","25196","Botafogo","Internacional"
"2339","2008-09-14","25","0","Santos FC","Fluminense"
"2340","2008-09-20","26","0","Goiás EC","Santos FC"
"2341","2008-09-20","26","0","Fluminense","Coritiba FC"
"2342","2008-09-20","26","0","Atlético-MG","Náutico"
"2343","2008-09-21","26","20052","Atlético-PR","Grêmio"
"2344","2008-09-21","26","0","Sport Recife","São Paulo"
"2345","2008-09-21","26","0","Portuguesa","Botafogo"
"2346","2008-09-21","26","0","Figueirense FC","Cruzeiro"
"2347","2008-09-21","26","19493","Internacional","EC Vitória"
"2348","2008-09-21","26","0","Palmeiras","Vasco da Gama"
"2349","2008-09-21","26","0","Flamengo","Ipatinga FC"
"2350","2008-09-27","27","0","Goiás EC","EC Vitória"
"2351","2008-09-27","27","0","Flamengo","Sport Recife"
"2352","2008-09-27","27","19738","Atlético-MG","Figueirense FC"
"2353","2008-09-28","27","0","Ipatinga FC","Vasco da Gama"
"2354","2008-09-28","27","32718","Coritiba FC","Atlético-PR"
"2355","2008-09-28","27","0","Náutico","Palmeiras"
"2356","2008-09-28","27","20688","São Paulo","Cruzeiro"
"2357","2008-09-28","27","0","Botafogo","Fluminense"
"2358","2008-09-28","27","37388","Internacional","Grêmio"
"2359","2008-09-28","27","73680","Santos FC","Portuguesa"
"2360","2008-10-01","28","14582","Fluminense","Goiás EC"
"2361","2008-10-02","28","8931","Cruzeiro","Sport Recife"
"2362","2008-10-02","28","0","EC Vitória","Portuguesa"
"2363","2008-10-04","28","0","Ipatinga FC","São Paulo"
"2364","2008-10-04","28","25319","Palmeiras","Atlético-MG"
"2365","2008-10-04","28","0","Grêmio","Botafogo"
"2366","2008-10-04","28","18001","Náutico","Flamengo"
"2367","2008-10-04","28","0","Vasco da Gama","Figueirense FC"
"2368","2008-10-04","28","10053","Santos FC","Atlético-PR"
"2369","2008-10-04","28","0","Coritiba FC","Internacional"
"2370","2008-10-08","29","0","Sport Recife","Vasco da Gama"
"2371","2008-10-08","29","14553","Figueirense FC","Palmeiras"
"2372","2008-10-08","29","0","Grêmio","Santos FC"
"2373","2008-10-09","29","0","São Paulo","Náutico"
"2374","2008-10-09","29","12915","Cruzeiro","Ipatinga FC"
"2375","2008-10-09","29","6049","Botafogo","EC Vitória"
"2376","2008-10-11","29","0","Atlético-PR","Fluminense"
"2377","2008-10-11","29","0","Portuguesa","Coritiba FC"
"2378","2008-10-11","29","0","Goiás EC","Internacional"
"2379","2008-10-11","29","0","Flamengo","Atlético-MG"
"2380","2008-10-18","30","0","Botafogo","Santos FC"
"2381","2008-10-18","30","0","Figueirense FC","Ipatinga FC"
"2382","2008-10-18","30","15813","Internacional","Atlético-PR"
"2383","2008-10-19","30","0","EC Vitória","Fluminense"
"2384","2008-10-19","30","26676","Palmeiras","São Paulo"
"2385","2008-10-19","30","0","Coritiba FC","Goiás EC"
"2386","2008-10-19","30","0","Atlético-MG","Cruzeiro"
"2387","2008-10-19","30","28831","Sport Recife","Náutico"
"2388","2008-10-19","30","0","Portuguesa","Grêmio"
"2389","2008-10-19","30","0","Vasco da Gama","Flamengo"
"2390","2008-10-22","31","7984","Goiás EC","Vasco da Gama"
"2391","2008-10-23","31","0","Grêmio","Sport Recife"
"2392","2008-10-23","31","17111","São Paulo","EC Vitória"
"2393","2008-10-23","31","28648","Flamengo","Coritiba FC"
"2394","2008-10-25","31","0","Ipatinga FC","Botafogo"
"2395","2008-10-25","31","0","Fluminense","Palmeiras"
"2396","2008-10-25","31","0","Santos FC","Figueirense FC"
"2397","2008-10-25","31","0","Atlético-MG","Internacional"
"2398","2008-10-25","31","0","Atlético-PR","Cruzeiro"
"2399","2008-10-25","31","0","Náutico","Portuguesa"
"2400","2008-10-29","32","7622","Coritiba FC","Atlético-MG"
"2401","2008-10-29","32","3225","Portuguesa","Ipatinga FC"
"2402","2008-10-29","32","0","Palmeiras","Goiás EC"
"2403","2008-10-29","32","14464","Internacional","Náutico"
"2404","2008-10-29","32","35560","Cruzeiro","Grêmio"
"2405","2008-10-29","32","12356","Botafogo","São Paulo"
"2406","2008-10-29","32","0","EC Vitória","Flamengo"
"2407","2008-10-30","32","0","Sport Recife","Santos FC"
"2408","2008-10-30","32","22743","Vasco da Gama","Atlético-PR"
"2409","2008-11-05","32","0","Figueirense FC","Fluminense"
"2410","2008-11-01","33","0","Ipatinga FC","Coritiba FC"
"2411","2008-11-01","33","0","Flamengo","Portuguesa"
"2412","2008-11-01","33","0","Náutico","EC Vitória"
"2413","2008-11-02","33","8273","Goiás EC","Cruzeiro"
"2414","2008-11-02","33","0","Atlético-MG","Botafogo"
"2415","2008-11-02","33","0","Atlético-PR","Sport Recife"
"2416","2008-11-02","33","0","Santos FC","Palmeiras"
"2417","2008-11-02","33","0","São Paulo","Internacional"
"2418","2008-11-02","33","0","Fluminense","Vasco da Gama"
"2419","2008-11-02","33","0","Grêmio","Figueirense FC"
"2420","2008-11-08","34","0","Figueirense FC","Atlético-PR"
"2421","2008-11-08","34","0","Vasco da Gama","Santos FC"
"2422","2008-11-08","34","0","Portuguesa","São Paulo"
"2423","2008-11-09","34","25945","Palmeiras","Grêmio"
"2424","2008-11-09","34","0","Cruzeiro","Fluminense"
"2425","2008-11-09","34","9747","Coritiba FC","Náutico"
"2426","2008-11-09","34","0","Sport Recife","Goiás EC"
"2427","2008-11-09","34","27038","Botafogo","Flamengo"
"2428","2008-11-09","34","0","EC Vitória","Atlético-MG"
"2429","2008-11-09","34","8131","Internacional","Ipatinga FC"
"2430","2008-11-12","35","42182","Atlético-MG","Vasco da Gama"
"2431","2008-11-15","35","40364","Fluminense","Portuguesa"
"2432","2008-11-15","35","0","Náutico","Cruzeiro"
"2433","2008-11-15","35","0","Ipatinga FC","Sport Recife"
"2434","2008-11-16","35","0","São Paulo","Figueirense FC"
"2435","2008-11-16","35","0","Goiás EC","Botafogo"
"2436","2008-11-16","35","59678","Flamengo","Palmeiras"
"2437","2008-11-16","35","0","Grêmio","Coritiba FC"
"2438","2008-11-16","35","0","Atlético-PR","EC Vitória"
"2439","2008-11-16","35","0","Santos FC","Internacional"
"2440","2008-11-20","36","0","Figueirense FC","Náutico"
"2441","2008-11-22","36","0","Portuguesa","Goiás EC"
"2442","2008-11-22","36","0","Botafogo","Atlético-PR"
"2443","2008-11-22","36","0","Coritiba FC","Santos FC"
"2444","2008-11-23","36","0","Vasco da Gama","São Paulo"
"2445","2008-11-23","36","0","EC Vitória","Grêmio"
"2446","2008-11-23","36","0","Cruzeiro","Flamengo"
"2447","2008-11-23","36","0","Sport Recife","Atlético-MG"
"2448","2008-11-23","36","7481","Internacional","Fluminense"
"2449","2008-11-23","36","0","Palmeiras","Ipatinga FC"
"2450","2008-11-30","37","0","Ipatinga FC","Grêmio"
"2451","2008-11-30","37","0","Náutico","Atlético-PR"
"2452","2008-11-30","37","3106","Botafogo","Figueirense FC"
"2453","2008-11-30","37","13269","Internacional","Cruzeiro"
"2454","2008-11-30","37","66888","São Paulo","Fluminense"
"2455","2008-11-30","37","0","Portuguesa","Sport Recife"
"2456","2008-11-30","37","0","Coritiba FC","Vasco da Gama"
"2457","2008-11-30","37","0","Flamengo","Goiás EC"
"2458","2008-11-30","37","0","Atlético-MG","Santos FC"
"2459","2008-11-30","37","16747","EC Vitória","Palmeiras"
"2460","2008-12-07","38","49178","Fluminense","Ipatinga FC"
"2461","2008-12-07","38","22016","Atlético-PR","Flamengo"
"2462","2008-12-07","38","12970","Sport Recife","Coritiba FC"
"2463","2008-12-07","38","0","Vasco da Gama","EC Vitória"
"2464","2008-12-07","38","14121","Santos FC","Náutico"
"2465","2008-12-07","38","0","Cruzeiro","Portuguesa"
"2466","2008-12-07","38","0","Palmeiras","Botafogo"
"2467","2008-12-07","38","0","Grêmio","Atlético-MG"
"2468","2008-12-07","38","0","Goiás EC","São Paulo"
"2469","2008-12-07","38","0","Figueirense FC","Internacional"
"2470","2009-05-09","1","15185","Sport Recife","Barueri"
"2471","2009-05-09","1","19105","Palmeiras","Coritiba FC"
"2472","2009-05-09","1","8344","Avaí FC","Atlético-MG"
"2473","2009-05-10","1","14458","Corinthians","Internacional"
"2474","2009-05-10","1","14547","Fluminense","São Paulo"
"2475","2009-05-10","1","24564","Cruzeiro","Flamengo"
"2476","2009-05-10","1","12906","Atlético-PR","EC Vitória"
"2477","2009-05-10","1","24309","Grêmio","Santos FC"
"2478","2009-05-10","1","1939","Santo André","Botafogo"
"2479","2009-05-10","1","2517","Goiás EC","Náutico"
"2480","2009-05-16","2","8423","Coritiba FC","Santo André"
"2481","2009-05-16","2","17263","Atlético-MG","Grêmio"
"2482","2009-05-16","2","18351","Flamengo","Avaí FC"
"2483","2009-05-17","2","9511","Santos FC","Goiás EC"
"2484","2009-05-17","2","11554","São Paulo","Atlético-PR"
"2485","2009-05-17","2","2555","Barueri","Fluminense"
"2486","2009-05-17","2","29735","Internacional","Palmeiras"
"2487","2009-05-17","2","14528","Botafogo","Corinthians"
"2488","2009-05-17","2","2284","EC Vitória","Sport Recife"
"2489","2009-05-17","2","14127","Náutico","Cruzeiro"
"2490","2009-05-23","3","10845","Corinthians","Barueri"
"2491","2009-05-23","3","7344","Cruzeiro","EC Vitória"
"2492","2009-05-23","3","6918","Goiás EC","Internacional"
"2493","2009-05-24","3","14172","Atlético-PR","Náutico"
"2494","2009-05-24","3","25894","Grêmio","Botafogo"
"2495","2009-05-24","3","11953","Fluminense","Santos FC"
"2496","2009-05-24","3","12023","Palmeiras","São Paulo"
"2497","2009-05-24","3","8819","Santo André","Flamengo"
"2498","2009-05-24","3","15315","Sport Recife","Atlético-MG"
"2499","2009-05-24","3","8880","Avaí FC","Coritiba FC"
"2500","2009-05-30","4","8642","Coritiba FC","Goiás EC"
"2501","2009-05-30","4","26663","Atlético-MG","Santo André"
"2502","2009-05-30","4","8555","Botafogo","Sport Recife"
"2503","2009-05-31","4","68217","Flamengo","Atlético-PR"
"2504","2009-05-31","4","51800","São Paulo","Cruzeiro"
"2505","2009-05-31","4","10666","Santos FC","Corinthians"
"2506","2009-05-31","4","17781","Náutico","Fluminense"
"2507","2009-05-31","4","14526","EC Vitória","Grêmio"
"2508","2009-05-31","4","4970","Barueri","Palmeiras"
"2509","2009-05-31","4","13023","Internacional","Avaí FC"
"2510","2009-06-04","5","10793","Grêmio","Náutico"
"2511","2009-06-04","5","7918","Santo André","Santos FC"
"2512","2009-06-06","5","5735","Corinthians","Coritiba FC"
"2513","2009-06-07","5","16118","Palmeiras","EC Vitória"
"2514","2009-06-07","5","25602","Sport Recife","Flamengo"
"2515","2009-06-07","5","12553","Avaí FC","São Paulo"
"2516","2009-06-07","5","15505","Atlético-PR","Atlético-MG"
"2517","2009-06-07","5","16687","Cruzeiro","Internacional"
"2518","2009-06-07","5","13726","Fluminense","Botafogo"
"2519","2009-06-07","5","4252","Goiás EC","Barueri"
"2520","2009-06-13","6","8995","São Paulo","Santo André"
"2521","2009-06-13","6","19530","Sport Recife","Atlético-PR"
"2522","2009-06-13","6","6535","Botafogo","Santos FC"
"2523","2009-06-14","6","20592","Coritiba FC","Flamengo"
"2524","2009-06-14","6","16270","Fluminense","Grêmio"
"2525","2009-06-14","6","16337","Goiás EC","Corinthians"
"2526","2009-06-14","6","40820","Atlético-MG","Náutico"
"2527","2009-06-14","6","17302","Internacional","EC Vitória"
"2528","2009-06-14","6","11214","Palmeiras","Cruzeiro"
"2529","2009-06-14","6","1288","Barueri","Avaí FC"
"2530","2009-06-20","7","18068","Atlético-PR","Palmeiras"
"2531","2009-06-20","7","12274","EC Vitória","Botafogo"
"2532","2009-06-20","7","2375","Santo André","Sport Recife"
"2533","2009-06-20","7","16581","Grêmio","Goiás EC"
"2534","2009-06-20","7","12758","Náutico","Coritiba FC"
"2535","2009-06-20","7","9142","Avaí FC","Fluminense"
"2536","2009-06-21","7","7214","Santos FC","Atlético-MG"
"2537","2009-06-21","7","15371","Corinthians","São Paulo"
"2538","2009-06-21","7","15864","Flamengo","Internacional"
"2539","2009-06-21","7","4768","Cruzeiro","Barueri"
"2540","2009-06-27","8","3613","Barueri","Atlético-MG"
"2541","2009-06-27","8","17119","Atlético-PR","Corinthians"
"2542","2009-06-27","8","7977","São Paulo","Náutico"
"2543","2009-06-27","8","3435","Cruzeiro","Avaí FC"
"2544","2009-06-27","8","8869","Botafogo","Goiás EC"
"2545","2009-06-28","8","8741","EC Vitória","Santo André"
"2546","2009-06-28","8","8277","Palmeiras","Santos FC"
"2547","2009-06-28","8","9763","Internacional","Coritiba FC"
"2548","2009-06-28","8","14883","Sport Recife","Grêmio"
"2549","2009-06-28","8","41038","Fluminense","Flamengo"
"2550","2009-07-04","9","7025","Santos FC","Sport Recife"
"2551","2009-07-04","9","1524","Santo André","Barueri"
"2552","2009-07-04","9","20296","Flamengo","EC Vitória"
"2553","2009-07-05","9","48651","Atlético-MG","Botafogo"
"2554","2009-07-05","9","21704","Coritiba FC","São Paulo"
"2555","2009-07-05","9","5809","Goiás EC","Cruzeiro"
"2556","2009-07-05","9","11465","Grêmio","Atlético-PR"
"2557","2009-07-05","9","12875","Avaí FC","Palmeiras"
"2558","2009-07-05","9","0","Náutico","Internacional"
"2559","2009-07-08","9","27329","Corinthians","Fluminense"
"2560","2009-07-11","10","5912","Avaí FC","Botafogo"
"2561","2009-07-11","10","1114","Barueri","Coritiba FC"
"2562","2009-07-11","10","7800","Palmeiras","Náutico"
"2563","2009-07-12","10","21648","São Paulo","Flamengo"
"2564","2009-07-12","10","0","Atlético-PR","Internacional"
"2565","2009-07-12","10","30070","Grêmio","Corinthians"
"2566","2009-07-12","10","13182","Cruzeiro","Atlético-MG"
"2567","2009-07-12","10","4818","Fluminense","Santo André"
"2568","2009-07-12","10","17090","EC Vitória","Santos FC"
"2569","2009-07-12","10","5065","Sport Recife","Goiás EC"
"2570","2009-07-15","11","16403","Coritiba FC","Grêmio"
"2571","2009-07-15","11","3609","Goiás EC","Avaí FC"
"2572","2009-07-15","11","1294","Santo André","Atlético-PR"
"2573","2009-07-15","11","3524","Santos FC","Barueri"
"2574","2009-07-15","11","6346","Internacional","Fluminense"
"2575","2009-07-15","11","22861","Flamengo","Palmeiras"
"2576","2009-07-16","11","13178","Náutico","EC Vitória"
"2577","2009-07-16","11","22756","Corinthians","Sport Recife"
"2578","2009-07-16","11","54214","Atlético-MG","São Paulo"
"2579","2009-08-27","11","6472","Botafogo","Cruzeiro"
"2580","2009-07-18","12","7451","Fluminense","Goiás EC"
"2581","2009-07-18","12","19041","Palmeiras","Santo André"
"2582","2009-07-19","12","16101","EC Vitória","Atlético-MG"
"2583","2009-07-19","12","32295","Cruzeiro","Corinthians"
"2584","2009-07-19","12","36046","Grêmio","Internacional"
"2585","2009-07-19","12","10913","São Paulo","Santos FC"
"2586","2009-07-19","12","19266","Atlético-PR","Coritiba FC"
"2587","2009-07-19","12","1866","Barueri","Náutico"
"2588","2009-07-19","12","29508","Flamengo","Botafogo"
"2589","2009-07-19","12","16218","Sport Recife","Avaí FC"
"2590","2009-07-22","13","12204","Avaí FC","Grêmio"
"2591","2009-07-22","13","3373","Santo André","Cruzeiro"
"2592","2009-07-22","13","27592","Flamengo","Barueri"
"2593","2009-07-22","13","7375","Santos FC","Atlético-PR"
"2594","2009-07-22","13","16974","Internacional","São Paulo"
"2595","2009-07-22","13","19707","Goiás EC","Palmeiras"
"2596","2009-07-22","13","12721","Náutico","Botafogo"
"2597","2009-07-23","13","6781","Coritiba FC","Sport Recife"
"2598","2009-07-23","13","23600","Corinthians","EC Vitória"
"2599","2009-07-23","13","55713","Atlético-MG","Fluminense"
"2600","2009-07-25","14","11180","Grêmio","Santo André"
"2601","2009-07-25","14","13458","Atlético-PR","Avaí FC"
"2602","2009-07-25","14","8523","Botafogo","Internacional"
"2603","2009-07-26","14","29767","Corinthians","Palmeiras"
"2604","2009-07-26","14","10633","Santos FC","Flamengo"
"2605","2009-07-26","14","59991","Atlético-MG","Goiás EC"
"2606","2009-07-26","14","20101","Sport Recife","Náutico"
"2607","2009-07-26","14","6754","Barueri","São Paulo"
"2608","2009-07-26","14","13560","Fluminense","Cruzeiro"
"2609","2009-07-26","14","12105","EC Vitória","Coritiba FC"
"2610","2009-07-29","15","9698","Coritiba FC","Botafogo"
"2611","2009-07-29","15","13511","Náutico","Santos FC"
"2612","2009-07-29","15","12495","Internacional","Barueri"
"2613","2009-07-29","15","11257","Goiás EC","Atlético-PR"
